,citizen_id,first_name,last_name,age,annual_income,spending_score
112,2613840,Robert,Perez,47,84.40339768446259,92
113,2611028,John,Jones,34,405.75212395423256,63
114,2617385,Robert,Taylor,46,245.45548261057658,77
115,2610502,Robert,Jones,59,576.0326734391034,37
116,2616910,Robert,Wilson,21,699.2148371474215,12
117,2619062,John,Miller,26,310.7359537174299,74
118,2616938,John,Rodriguez,38,685.4512888619886,81
119,2614488,Nancy,Taylor,60,343.1472548578066,65
120,2610206,Daniel,Williams,29,634.9681396662621,86
121,2615134,Karen,Davis,29,633.0608067473999,15
122,2615977,Nancy,Perez,67,278.15970342164377,80
123,2617721,Patricia,Gonzalez,21,635.7227517102035,84
124,2617035,James,Thomas,45,380.9550957236558,10
125,2611484,Sarah,Lee,26,336.45494436066525,42
126,2617858,Linda,Martinez,57,289.2877470664926,26
127,2610863,Thomas,Moore,68,345.645260134289,49
128,2612790,Linda,Williams,49,786.744892061148,23
129,2617408,Michael,Lopez,30,245.17881417251718,64
130,2618755,Linda,Thomas,51,681.9874051463097,17
131,2615116,Christopher,Moore,36,900.6205849809002,34
132,2616019,Margaret,Taylor,31,350.4289410345621,57
133,2611757,Susan,Miller,22,29.512064494900404,86
134,2617574,Sarah,Jackson,44,24.6060291249901,4
135,2616374,Susan,Thompson,45,139.50288835030435,71
136,2616892,Charles,Thompson,43,110.04484309866558,69
137,2611678,Elizabeth,Davis,27,748.0852498714332,95
138,2613242,Michael,Taylor,41,294.85071690737266,83
139,2614636,Susan,Lee,34,652.5097736006843,68
140,2611059,Nancy,Miller,69,42.4554357253637,50
141,2616668,Robert,Smith,33,295.7402760781426,86
142,2619914,Sarah,Davis,34,234.14623467728046,67
143,2613157,William,Jackson,18,276.8805103523628,87
144,2615915,Michael,Martin,38,190.71776913379946,68
145,2619789,Nancy,Martin,64,617.9160211023197,88
146,2612693,Lisa,Martinez,66,662.6728696566669,59
147,2613627,Jessica,Lopez,60,148.4654904832603,78
148,2619555,David,White,39,741.1459846147578,63
149,2615450,Michael,Smith,22,250.04547625862895,67
150,2611663,Elizabeth,White,53,282.9225024995654,85
151,2619721,William,Lee,38,828.8083388436224,26
152,2615592,Patricia,Brown,26,901.165915271192,1
153,2617392,Sarah,Brown,44,824.7563134684233,94
154,2611306,Elizabeth,Rodriguez,65,147.76282035092913,68
155,2616776,Charles,Anderson,29,999.2676350965197,78
156,2615864,Margaret,White,35,672.1554147823683,18
157,2619474,Thomas,Anderson,52,510.668621540704,12
158,2617526,William,Miller,32,954.8414077534356,38
159,2618901,Richard,Lopez,67,817.3803954265935,42
160,2615575,James,Williams,61,691.7430396287367,36
161,2615530,Mary,Martin,47,838.3972484821333,16
162,2614413,Richard,Rodriguez,62,385.46658327792613,65
163,2613748,Margaret,Wilson,50,684.4384454402135,67
164,2610663,William,Gonzalez,53,190.58001872976803,39
165,2611998,Michael,White,57,988.0006352671021,99
166,2617994,Sarah,Lopez,68,588.9817000934034,59
167,2611495,Charles,Smith,47,814.2372474353075,79
168,2613304,Michael,Jackson,43,407.339880531034,38
169,2613763,Jennifer,Thomas,38,758.5888192751808,16
170,2615232,Karen,Lopez,54,387.3848994693605,81
171,2611853,Charles,Martinez,60,590.0050869605828,98
172,2616585,David,Johnson,48,778.1348156863122,74
173,2611291,Susan,Moore,34,116.47391329623858,11
174,2613581,Elizabeth,Gonzalez,34,356.78585136964824,28
175,2617554,Richard,White,51,544.9369489760969,91
176,2617280,Susan,Garcia,41,333.99770608816925,82
177,2611636,Christopher,Lopez,50,309.1672347556588,94
178,2613696,Elizabeth,Perez,21,281.66408958271217,77
179,2610698,Nancy,Brown,26,227.79182180936152,80
180,2614737,Karen,Smith,19,848.9045625556306,2
181,2610854,Patricia,Hernandez,52,923.6891294005925,20
182,2618164,Margaret,Thompson,55,700.1694481563281,76
183,2615855,Robert,Davis,62,29.99951276507673,93
184,2617392,Robert,Johnson,32,786.233195129002,72
185,2616528,Susan,Johnson,60,531.9398411153653,38
186,2615249,John,Thomas,59,758.1100878836062,56
187,2615172,Linda,Smith,20,437.33837366282967,84
188,2611707,Lisa,Brown,48,41.28191488851984,99
189,2615791,Mary,Garcia,69,681.744985876798,39
190,2619925,Karen,Lee,58,444.12849252872655,31
191,2615535,William,Martin,59,874.0434955452465,80
192,2614931,Richard,Wilson,40,738.1379368214274,23
193,2613510,Michael,Martin,29,359.5617477778094,34
194,2610202,Elizabeth,Anderson,25,724.0819597838187,96
195,2614218,William,Miller,38,495.20859944953077,17
196,2618958,Lisa,Miller,38,199.44395225954514,24
197,2614389,Joseph,Moore,49,419.8863194402218,35
198,2612327,Robert,Thompson,34,222.5623945086459,23
199,2618004,Susan,Johnson,54,4.976519938377111,8
200,2612931,James,Martin,41,246.79577358914594,54
201,2617777,Susan,Anderson,25,209.52132590825033,87
202,2610197,Lisa,Smith,35,4.336908686901508,21
203,2617125,Jennifer,Lee,28,783.9253681002178,19
204,2611930,Charles,Taylor,27,76.98493817085217,31
205,2616287,Charles,Martin,43,449.05907393888214,50
206,2618800,Sarah,Gonzalez,64,417.8831756970649,71
207,2619339,Charles,Lopez,23,181.40811730554353,24
208,2614282,John,White,68,966.8685065373809,46
209,2612511,Daniel,Perez,34,603.7336049268583,8
210,2619986,Elizabeth,Anderson,40,813.5130457248358,77
211,2610659,Karen,White,59,496.1405572349502,3
212,2612811,Richard,Jones,54,722.8119173729131,34
213,2617098,Karen,Miller,45,969.779208311758,77
214,2616546,John,Davis,33,348.4054138031015,57
215,2619561,Daniel,Thompson,29,504.26385270994547,58
216,2611986,John,Wilson,38,514.5368986920066,96
217,2618338,Daniel,Brown,41,991.9948163241387,35
218,2612911,Susan,Lee,45,233.09914639221307,21
219,2611734,Nancy,Wilson,54,675.3075085870788,65
220,2611843,Michael,Martinez,38,138.22967845569235,66
221,2618680,Margaret,Perez,50,927.0735320542481,57
222,2612976,Linda,Thomas,19,590.3819190016984,42
223,2611959,William,Hernandez,54,859.4115270394701,43
224,2615759,Jessica,Perez,36,895.2415443395075,26
225,2616694,Robert,Wilson,45,557.1099121041476,67
226,2612385,Christopher,Wilson,32,682.0072712381984,88
227,2614736,Charles,Johnson,18,698.7206400289105,26
228,2611802,Christopher,Perez,60,460.48082350875876,8
229,2618155,Sarah,Gonzalez,45,434.83824730266485,47
230,2618120,Margaret,Williams,67,186.18821897814286,37
231,2616616,Susan,Moore,52,383.9145605012092,72
232,2615534,Christopher,Perez,49,990.7569405455548,82
233,2614061,Patricia,Brown,45,269.8615771184859,18
234,2610262,Linda,Lee,26,762.4409086761038,76
235,2616287,Michael,Lee,41,59.34747005663876,36
236,2618815,Joseph,Jackson,21,467.46879740765826,2
237,2619208,Jennifer,Thomas,62,58.41013191714561,84
238,2612049,Robert,Brown,58,475.7999338078983,3
239,2615423,Jessica,Jackson,20,27.5524608093769,34
240,2614548,Christopher,Thompson,65,613.2947714839049,46
241,2613108,Richard,Anderson,39,586.5090999788805,62
242,2617158,Elizabeth,Smith,57,797.8432226303554,70
243,2617400,Karen,Thomas,56,583.2862022013471,57
244,2613170,Patricia,Anderson,66,925.9991623510733,10
245,2619874,Linda,Thomas,42,783.1046140743562,88
246,2612255,Margaret,Perez,65,132.65652032228937,18
247,2611154,David,Martin,39,265.4731883060909,33
248,2614499,Thomas,Smith,67,26.23059776879355,7
249,2616295,Karen,Taylor,65,386.1340015728073,45
250,2616197,Christopher,Jones,64,509.53625376945035,29
251,2619888,David,Jones,51,945.9462487820665,83
252,2611648,Sarah,Miller,37,522.2674322818184,38
253,2615539,Susan,Gonzalez,53,781.028041942947,39
254,2619637,Richard,Lopez,54,268.0240125929012,25
255,2614199,Sarah,Brown,56,153.15843725883173,17
256,2618445,Daniel,Brown,44,810.8362538262528,61
257,2612557,Christopher,Thompson,64,247.42514537459138,51
258,2615592,James,Lee,66,871.3351176711063,37
259,2610098,Sarah,Lee,49,169.8498756919631,67
260,2612200,Joseph,Garcia,59,851.586541015107,24
261,2612961,Jennifer,White,69,772.8475800744501,82
262,2614973,Susan,Anderson,46,611.2206731406038,49
263,2614433,Linda,Lee,58,850.2206778226162,90
264,2612869,Michael,Jackson,65,330.71011788246153,21
265,2610956,Mary,Garcia,49,166.03414566538777,75
266,2618352,Susan,Lopez,41,157.04067510445563,57
267,2615699,Christopher,Wilson,20,270.3589138157041,41
268,2616944,Jessica,Moore,44,446.2271321800528,17
269,2614493,Sarah,Lopez,26,876.0228650812268,21
270,2619492,David,White,57,89.53565215773651,68
271,2614911,Nancy,White,40,915.2420444347495,96
272,2613987,William,Anderson,24,925.4947103400863,82
273,2619719,Elizabeth,Jackson,34,727.2363906692934,64
274,2616015,Thomas,Davis,54,900.2836136259467,44
275,2611218,Susan,Rodriguez,24,769.9866301779622,28
276,2614496,Jennifer,Jones,47,528.3009651557536,36
277,2614735,Charles,Jones,30,600.7502262259443,37
278,2614555,David,Garcia,35,628.2244764775827,44
279,2619146,William,Thompson,48,126.89328098311093,50
280,2618050,Christopher,Williams,39,193.05413751751044,90
281,2613446,Jennifer,Jones,31,523.3687238701609,55
282,2611045,Margaret,Smith,35,115.22831277094181,88
283,2616893,Sarah,Hernandez,52,964.9792960461111,10
284,2611693,Nancy,Lee,34,507.1272785144216,38
285,2613436,Sarah,Martin,36,380.0861448130596,49
286,2618754,Jennifer,Smith,48,157.5400375915592,72
287,2615895,Robert,Miller,56,416.53389747518634,2
288,2613354,Christopher,Anderson,53,302.4261869925489,44
289,2610225,Patricia,Taylor,32,87.92717120203464,35
290,2614893,Mary,Davis,46,967.0052952380214,21
291,2617022,Jennifer,Johnson,57,264.9780960489467,57
292,2619151,William,Gonzalez,33,690.4702421335243,91
293,2615600,Thomas,Lopez,50,91.32250182242274,23
294,2617996,Jessica,Jones,42,913.1690093267724,32
295,2619007,Michael,Gonzalez,33,590.7514515605769,90
296,2617683,Lisa,Garcia,47,656.872000376612,71
297,2614642,Charles,Anderson,51,781.7843606688684,33
298,2617679,James,Thompson,19,605.9153286650836,17
299,2618208,Nancy,Perez,57,70.90745841325563,72
300,2617339,Joseph,Lee,61,429.5824236321526,42
301,2619435,Karen,Perez,60,262.0300933311447,17
302,2612205,John,Hernandez,55,486.71702068118384,48
303,2611069,Karen,Brown,68,404.32516168173805,48
304,2613444,Mary,Smith,35,826.5331172988476,82
305,2611060,Elizabeth,Anderson,22,247.0475522097709,57
306,2612327,David,Lopez,64,201.30105927794838,61
307,2613420,Margaret,Rodriguez,57,958.0862954505749,44
308,2610301,John,Hernandez,23,949.5166138891796,23
309,2610606,Michael,Jones,29,993.464964917601,76
310,2613170,Linda,White,68,568.3805795463371,87
311,2610699,Charles,Miller,29,113.14396058899857,53
312,2615088,Karen,Davis,29,880.1677407371972,33
313,2619331,Richard,Smith,26,145.11498425764057,56
314,2610190,Richard,Smith,59,155.59432602915612,28
315,2610980,Margaret,Williams,39,193.39756748608795,23
316,2612975,Charles,Davis,66,653.4188353930929,63
317,2616102,Daniel,Hernandez,67,107.19905322732248,7
318,2611184,Susan,Smith,33,778.281629011766,2
319,2613327,Thomas,Wilson,21,58.25159595805418,65
320,2613394,Lisa,Smith,67,110.44656067182012,4
321,2618319,Susan,Garcia,20,434.4871416665286,8
322,2611816,Richard,Lee,33,379.1715019499007,49
323,2615854,Susan,Garcia,31,989.7082683974339,29
324,2616709,Charles,Williams,58,966.8639567187033,82
325,2610569,Jessica,Martinez,55,189.68180735562555,55
326,2615442,Michael,Lopez,21,946.6655450784625,37
327,2611895,Richard,Martinez,19,692.2619040119661,95
328,2612733,Jennifer,Perez,27,408.84316553323396,6
329,2613863,Margaret,Johnson,28,739.6309321609414,24
330,2617455,Charles,White,56,900.1409657065468,79
331,2614014,Charles,Perez,43,180.141553798975,40
332,2611686,Patricia,Gonzalez,54,195.9842613776611,12
333,2613009,Charles,Thomas,43,408.72076222766043,64
334,2617806,William,Gonzalez,21,169.2117713350707,46
335,2610154,Sarah,Brown,43,360.39748570581577,14
336,2611409,Patricia,Brown,55,645.6915270625141,27
337,2610784,Jennifer,Hernandez,45,812.8181253338548,37
338,2618096,Linda,Thompson,19,301.93493768539946,77
339,2617560,Margaret,Wilson,19,281.730683804838,62
340,2617343,Sarah,Williams,33,779.7429643891776,67
341,2617206,Robert,Jackson,40,381.02622600250913,80
342,2615596,Christopher,Perez,40,818.4753678688414,76
343,2615801,Lisa,Smith,30,993.3803203292133,14
344,2612806,Elizabeth,Jones,38,979.668675983717,98
345,2610537,Daniel,Taylor,56,662.686954847289,95
346,2615986,Richard,Smith,42,375.21321137745053,39
347,2611841,Jessica,Jackson,54,65.48985947676267,5
348,2618716,Michael,Jackson,66,738.0406327170608,76
349,2616971,Nancy,Brown,30,977.9672410532439,26
350,2615625,Jennifer,Jackson,32,67.98446321562812,81
351,2612950,Michael,Garcia,45,6.167710620640143,53
352,2617992,Robert,Anderson,20,831.7761965817175,63
353,2614780,Christopher,Brown,40,102.25896203823714,11
354,2612368,Karen,White,21,81.62298044557947,33
355,2616655,Daniel,Smith,64,910.3360682231786,41
356,2618173,Susan,White,67,79.56081167188134,40
357,2614495,Jennifer,Taylor,20,114.01765477542614,46
358,2619163,James,Hernandez,56,569.5736752696932,4
359,2616002,Patricia,Taylor,25,756.8141730332912,96
360,2616614,Charles,Thompson,60,399.5722587142272,95
361,2619358,Susan,Smith,42,420.58916069039043,11
362,2615919,Joseph,Rodriguez,58,632.6259871511386,81
363,2610853,John,Wilson,69,505.42529483078124,27
364,2614146,Daniel,Anderson,29,18.62829277771749,8
365,2613769,Nancy,White,22,113.58318627219988,21
366,2610574,Linda,Smith,50,581.6000155254028,97
367,2611148,David,Johnson,63,793.6625096978661,5
368,2616293,Sarah,Moore,42,763.1031454299559,62
369,2616457,William,Moore,42,740.056559293645,32
370,2617509,John,Garcia,52,771.2726162081341,89
371,2619907,Robert,Martin,32,44.443476324523054,58
372,2614777,Nancy,Davis,59,895.1015649625886,72
373,2613854,Jessica,Smith,43,889.2831052116746,27
374,2612491,Joseph,Anderson,27,531.9239890976139,26
375,2613124,Jennifer,Martinez,41,248.59433226876538,40
376,2615691,Patricia,Brown,52,592.1784727814335,29
377,2613051,Linda,Martinez,46,557.8859263752865,73
378,2610004,Charles,Hernandez,55,222.9572076902103,82
379,2615222,Robert,Jones,22,603.1301789286691,7
380,2615315,Richard,Rodriguez,41,797.2941161006097,21
381,2614869,Sarah,Jones,36,806.1068647452562,80
382,2610876,James,Hernandez,63,59.697822279914384,67
383,2619183,Richard,Williams,66,197.16331181246437,96
384,2617027,Lisa,Brown,61,668.2233605931955,10
385,2614142,David,Martinez,26,859.8319454143021,62
386,2616966,Christopher,Miller,43,521.2170824492155,96
387,2617079,Linda,Smith,42,707.5256683349804,8
388,2617987,Linda,Garcia,52,21.072010656900563,96
389,2616799,Margaret,Davis,67,608.4208118853993,4
390,2614465,Jessica,Taylor,53,961.9091444366017,29
391,2610635,Richard,White,31,661.0146070327379,12
392,2611693,John,Miller,23,922.2757166003197,51
393,2619874,Patricia,Smith,49,566.0094581310738,19
394,2614752,Nancy,Rodriguez,43,843.3787377759277,31
395,2618311,Joseph,Hernandez,32,124.16240825714753,26
396,2610830,Joseph,Jackson,66,123.51326288681652,6
397,2615177,Christopher,Johnson,48,120.17932919579455,29
398,2619561,Richard,Thompson,54,488.8495520367091,17
399,2618932,William,Hernandez,55,330.26356083711505,20
400,2618308,Elizabeth,Williams,54,719.1858537410359,42
401,2615949,Susan,Taylor,36,902.6219143003972,47
402,2612838,Jessica,Martinez,31,619.3748285734819,74
403,2611150,James,Williams,53,213.2105560985793,70
404,2617560,Jessica,Perez,54,930.8768675291137,96
405,2611931,Jessica,Williams,28,527.8573381379827,2
406,2619204,Linda,Lee,44,719.9455531357553,74
407,2611664,Sarah,Miller,19,890.5058504351772,37
408,2611081,Jessica,Johnson,39,989.8319320989026,91
409,2610512,James,Smith,19,506.06394910167387,19
410,2617805,Sarah,Miller,37,808.0627186836739,41
411,2615237,Karen,Martin,61,566.867065318242,16
412,2610559,Michael,Hernandez,65,486.45394599580595,84
413,2613672,Joseph,Thompson,34,537.7125192762899,60
414,2617404,Margaret,Garcia,21,484.2752438217042,57
415,2613343,Thomas,Thompson,31,421.0281187946806,64
416,2614070,Charles,Brown,24,723.7206905139878,5
417,2619662,Daniel,Jackson,32,249.6758159476592,18
418,2610580,Richard,Lee,47,616.3814658060006,72
419,2617004,William,Jackson,33,712.9601777644295,13
420,2618130,Margaret,Wilson,57,892.090833390705,74
421,2613147,Margaret,Williams,19,331.8771489375857,36
422,2614249,Joseph,Brown,36,860.5991035160644,19
423,2611679,John,Davis,18,945.2911713258638,31
424,2613506,Margaret,Moore,48,648.6793827417188,93
425,2617253,James,Brown,21,771.4330079230131,23
426,2612744,Sarah,Hernandez,44,405.7069598188734,32
427,2619435,Linda,Thomas,42,952.1354197846928,11
428,2615188,Daniel,Williams,39,670.8614550864241,66
429,2612141,Richard,Miller,60,310.1568086177675,96
430,2616617,Linda,Johnson,27,404.2613472340229,5
431,2612479,Thomas,Smith,67,617.7555141315761,95
432,2616484,Lisa,Smith,50,234.1351645122951,13
433,2619827,Daniel,Garcia,66,753.9144043402921,86
434,2617421,Jessica,Jackson,65,224.69151626964313,64
435,2619949,Christopher,Miller,61,591.7891957709393,35
436,2614452,Christopher,White,47,697.0065129948273,83
437,2615881,Michael,Jones,47,859.7478956615387,29
438,2616665,Joseph,Lee,33,733.9004157889332,23
439,2612849,Sarah,Moore,26,798.825091552285,83
440,2617390,Charles,White,34,912.9318014978483,80
441,2616905,Jennifer,Gonzalez,52,597.7715612220724,95
442,2612489,Daniel,Smith,67,846.2800106620166,16
443,2619823,James,Martinez,64,231.87223102517208,26
444,2619207,Susan,Rodriguez,32,814.733170791973,3
445,2619540,Karen,Taylor,65,221.68674130648026,23
446,2614611,Sarah,Smith,45,934.6292187427798,57
447,2612839,Susan,Smith,37,329.97333745766866,9
448,2618527,Nancy,Miller,50,171.83799817561285,51
449,2615878,Richard,Brown,50,148.16876012920187,88
450,2619087,Linda,Thompson,53,187.27221693783235,33
451,2616303,Lisa,Lee,30,447.540308563166,78
452,2610851,James,Lopez,21,522.149391080059,92
453,2611687,Christopher,Thomas,40,913.7858325239185,24
454,2616833,Michael,Wilson,25,381.01480292769554,50
455,2612427,Joseph,Thompson,30,217.4823087870541,52
456,2619760,Lisa,Martinez,41,743.8211118393816,71
457,2614000,Richard,Wilson,57,134.65440792860593,38
458,2615052,Richard,Miller,63,892.283372015188,44
459,2612738,William,Brown,47,409.39963520880394,89
460,2615732,Margaret,Johnson,47,613.8414836549797,56
461,2615387,Joseph,White,42,186.1843426165226,66
462,2618002,Patricia,Moore,50,145.5291490798367,45
463,2615536,Richard,Thomas,26,798.8393747548556,52
464,2613913,Susan,Rodriguez,43,429.7022919145599,1
465,2611066,Robert,Jones,41,986.7428127262102,87
466,2617723,Michael,Rodriguez,50,524.2979444524516,82
467,2614380,Linda,Davis,56,845.6529107576897,64
468,2614107,Robert,White,42,979.9636787214351,8
469,2615726,William,Martin,69,281.1501615085016,98
470,2613373,Jessica,Thomas,62,800.8817121553661,43
471,2618945,Susan,Martin,32,22.006163324646,8
472,2612082,Patricia,Moore,58,679.7541180610289,29
473,2618967,Nancy,Brown,65,745.2010911178494,13
474,2616748,Linda,Thomas,66,477.36371243550235,1
475,2619817,Thomas,Brown,58,162.105210117502,29
476,2610417,Linda,Garcia,23,616.7205480784498,50
477,2618306,Christopher,Williams,37,897.5286594355575,37
478,2618808,James,Moore,61,931.3191995782689,1
479,2613974,Nancy,Anderson,33,746.1023904196028,69
480,2613267,Mary,Davis,38,263.713258425602,48
481,2610825,Patricia,Moore,32,870.32692605992,55
482,2617668,Margaret,White,56,888.823066701695,66
483,2615745,Christopher,Thompson,59,367.2422057452206,63
484,2619708,James,Williams,21,182.98173654368065,22
485,2610412,Michael,Garcia,41,874.6594341333682,94
486,2617543,James,Perez,20,885.0973152528143,11
487,2617587,William,Lee,67,100.90608455121408,29
488,2610728,John,White,18,966.9842922224883,3
489,2617164,Susan,Anderson,47,533.0805530787977,45
490,2618867,Charles,Lopez,30,993.7301949429362,77
491,2615988,Joseph,Jones,35,445.00825021668146,3
492,2612504,Lisa,Miller,57,533.2833393595481,74
493,2612967,Sarah,Perez,28,266.0828319712456,68
494,2612786,Elizabeth,Anderson,59,898.9474455153694,14
495,2611122,Lisa,Miller,46,443.7121170725773,87
496,2614079,Jennifer,Gonzalez,21,814.6140536273838,81
497,2611571,Thomas,Williams,42,79.73427509508268,65
498,2615073,Christopher,Thompson,53,788.2466284948126,57
499,2615104,Lisa,Gonzalez,53,490.2431422514749,15
500,2612143,Margaret,Williams,61,5.407879733105969,60
501,2619879,Thomas,Johnson,57,226.2629389987949,54
502,2616806,Christopher,Thompson,45,193.73021144311699,2
503,2617357,Charles,Brown,62,751.7645813094398,82
504,2613440,Karen,Taylor,25,477.2021897932186,64
505,2613766,David,Garcia,38,159.71839668709742,86
506,2615644,Margaret,Hernandez,52,256.8029770452526,28
507,2612914,Michael,Garcia,61,504.0768053058848,94
508,2614968,Elizabeth,Perez,35,19.638197319673868,77
509,2615917,Michael,Johnson,64,424.1255880993737,67
510,2618787,Robert,Taylor,42,678.0614036537402,3
511,2610728,Susan,Williams,63,517.7545852858788,53
512,2611365,Sarah,Lopez,58,598.0995410754988,26
513,2614492,Christopher,Wilson,22,326.61811701164976,4
514,2610698,Karen,Johnson,64,183.0757240197558,16
515,2617186,John,Perez,25,809.741290355181,92
516,2610395,Nancy,Perez,40,905.6348714363604,72
517,2617400,Joseph,Jones,20,510.7405703748936,54
518,2618082,Robert,Martinez,61,305.0412125813908,16
519,2614171,Richard,Martinez,54,511.2048295179855,31
